rownumber,jobcode,Timestamp,Local Date,Local Time,Temperature (°C),Humidity (%),Latitude,Longitude,Altitude (m),Accuracy (m),Speed (MPH),SourceFile,time_delta,temperature_correction_c,corrected_temperature_c,corrected_temperature_f,LocalTime
3511,RHS032926_066-20260329 221119,2026-03-30 05:24:09.963,3/29/2026,22:24:09,14.86,54.0,37.663941,-121.682163,226.0,5.0,2.42,RHS032926_066.csv,0.0,0.0,14.86,58.75,2026-03-29 22:24:09.963000-07:00
4501,RHS032926_066-20260329 221119,2026-03-30 05:24:10.953,3/29/2026,22:24:10,14.87,54.0,37.663939,-121.682182,226.0,5.0,5.75,RHS032926_066.csv,0.99,0.0,14.87,58.77,2026-03-29 22:24:10.953000-07:00
5521,RHS032926_066-20260329 221119,2026-03-30 05:24:11.973,3/29/2026,22:24:11,14.86,54.0,37.663936,-121.682217,226.0,5.0,8.16,RHS032926_066.csv,2.01,0.0,14.86,58.75,2026-03-29 22:24:11.973000-07:00
6511,RHS032926_066-20260329 221119,2026-03-30 05:24:12.963,3/29/2026,22:24:12,14.95,54.0,37.663931,-121.682263,226.0,5.0,10.13,RHS032926_066.csv,3.0,0.0,14.95,58.91,2026-03-29 22:24:12.963000-07:00
7531,RHS032926_066-20260329 221119,2026-03-30 05:24:13.983,3/29/2026,22:24:13,14.88,54.0,37.663928,-121.682318,226.0,5.0,11.27,RHS032926_066.csv,4.02,0.0,14.88,58.78,2026-03-29 22:24:13.983000-07:00
8521,RHS032926_066-20260329 221119,2026-03-30 05:24:14.973,3/29/2026,22:24:14,14.89,54.0,37.663926,-121.682378,226.0,5.0,12.3,RHS032926_066.csv,5.01,0.0,14.89,58.8,2026-03-29 22:24:14.973000-07:00
9511,RHS032926_066-20260329 221119,2026-03-30 05:24:15.963,3/29/2026,22:24:15,14.91,54.0,37.66393,-121.682445,226.0,5.0,13.91,RHS032926_066.csv,6.0,0.0,14.91,58.84,2026-03-29 22:24:15.963000-07:00
10531,RHS032926_066-20260329 221119,2026-03-30 05:24:16.983,3/29/2026,22:24:16,14.91,54.0,37.663937,-121.682517,226.0,5.0,14.5,RHS032926_066.csv,7.02,0.0,14.91,58.84,2026-03-29 22:24:16.983000-07:00
11521,RHS032926_066-20260329 221119,2026-03-30 05:24:17.973,3/29/2026,22:24:17,14.88,54.0,37.663948,-121.682592,226.0,5.0,15.55,RHS032926_066.csv,8.01,0.0,14.88,58.78,2026-03-29 22:24:17.973000-07:00
12511,RHS032926_066-20260329 221119,2026-03-30 05:24:18.963,3/29/2026,22:24:18,14.88,54.0,37.663962,-121.68267,226.0,5.0,15.19,RHS032926_066.csv,9.0,0.0,14.88,58.78,2026-03-29 22:24:18.963000-07:00
13531,RHS032926_066-20260329 221119,2026-03-30 05:24:19.983,3/29/2026,22:24:19,14.87,54.0,37.663974,-121.68274,225.0,5.0,13.0,RHS032926_066.csv,10.02,0.0,14.87,58.77,2026-03-29 22:24:19.983000-07:00
14521,RHS032926_066-20260329 221119,2026-03-30 05:24:20.973,3/29/2026,22:24:20,14.92,54.0,37.663986,-121.682802,225.0,5.0,12.55,RHS032926_066.csv,11.01,0.0,14.92,58.86,2026-03-29 22:24:20.973000-07:00
15541,RHS032926_066-20260329 221119,2026-03-30 05:24:21.993,3/29/2026,22:24:21,14.91,53.0,37.663998,-121.682865,225.0,5.0,13.24,RHS032926_066.csv,12.03,0.0,14.91,58.84,2026-03-29 22:24:21.993000-07:00
16531,RHS032926_066-20260329 221119,2026-03-30 05:24:22.983,3/29/2026,22:24:22,15.03,54.0,37.664012,-121.682932,225.0,5.0,14.16,RHS032926_066.csv,13.02,0.0,15.03,59.05,2026-03-29 22:24:22.983000-07:00
17521,RHS032926_066-20260329 221119,2026-03-30 05:24:23.973,3/29/2026,22:24:23,14.98,53.0,37.664026,-121.683004,225.0,5.0,15.19,RHS032926_066.csv,14.01,0.0,14.98,58.96,2026-03-29 22:24:23.973000-07:00
18541,RHS032926_066-20260329 221119,2026-03-30 05:24:24.993,3/29/2026,22:24:24,14.94,53.0,37.664042,-121.683082,224.0,5.0,17.02,RHS032926_066.csv,15.03,0.0,14.94,58.89,2026-03-29 22:24:24.993000-07:00
19533,RHS032926_066-20260329 221119,2026-03-30 05:24:25.985,3/29/2026,22:24:25,15.03,53.0,37.66406,-121.683172,224.0,5.0,19.44,RHS032926_066.csv,16.022,0.0,15.03,59.05,2026-03-29 22:24:25.985000-07:00
20521,RHS032926_066-20260329 221119,2026-03-30 05:24:26.973,3/29/2026,22:24:26,15.03,53.0,37.664081,-121.683273,224.0,5.0,21.41,RHS032926_066.csv,17.01,0.0,15.03,59.05,2026-03-29 22:24:26.973000-07:00
21541,RHS032926_066-20260329 221119,2026-03-30 05:24:27.993,3/29/2026,22:24:27,15.07,53.0,37.664103,-121.683382,224.0,5.0,22.91,RHS032926_066.csv,18.03,0.0,15.07,59.13,2026-03-29 22:24:27.993000-07:00
22532,RHS032926_066-20260329 221119,2026-03-30 05:24:28.984,3/29/2026,22:24:28,14.91,53.0,37.664126,-121.683499,224.0,5.0,24.41,RHS032926_066.csv,19.021,0.0,14.91,58.84,2026-03-29 22:24:28.984000-07:00
23551,RHS032926_066-20260329 221119,2026-03-30 05:24:30.003,3/29/2026,22:24:30,14.87,53.0,37.664151,-121.683622,224.0,5.0,25.66,RHS032926_066.csv,20.04,0.0,14.87,58.77,2026-03-29 22:24:30.003000-07:00
24541,RHS032926_066-20260329 221119,2026-03-30 05:24:30.993,3/29/2026,22:24:30,15.29,53.0,37.664178,-121.68375,224.0,5.0,26.35,RHS032926_066.csv,21.03,0.0,15.29,59.52,2026-03-29 22:24:30.993000-07:00
25531,RHS032926_066-20260329 221119,2026-03-30 05:24:31.983,3/29/2026,22:24:31,15.49,53.0,37.664205,-121.683881,224.0,5.0,26.82,RHS032926_066.csv,22.02,0.0,15.49,59.88,2026-03-29 22:24:31.983000-07:00
26551,RHS032926_066-20260329 221119,2026-03-30 05:24:33.003,3/29/2026,22:24:33,15.6,53.0,37.66423,-121.684014,224.0,5.0,26.82,RHS032926_066.csv,23.04,0.0,15.6,60.08,2026-03-29 22:24:33.003000-07:00
27541,RHS032926_066-20260329 221119,2026-03-30 05:24:33.993,3/29/2026,22:24:33,15.63,52.0,37.664255,-121.684146,224.0,5.0,26.93,RHS032926_066.csv,24.03,0.0,15.63,60.13,2026-03-29 22:24:33.993000-07:00
28531,RHS032926_066-20260329 221119,2026-03-30 05:24:34.983,3/29/2026,22:24:34,15.66,52.0,37.664279,-121.68428,224.0,5.0,27.16,RHS032926_066.csv,25.02,0.0,15.66,60.19,2026-03-29 22:24:34.983000-07:00
29521,RHS032926_066-20260329 221119,2026-03-30 05:24:35.973,3/29/2026,22:24:35,15.49,52.0,37.664305,-121.684413,224.0,5.0,26.93,RHS032926_066.csv,26.01,0.0,15.49,59.88,2026-03-29 22:24:35.973000-07:00
30541,RHS032926_066-20260329 221119,2026-03-30 05:24:36.993,3/29/2026,22:24:36,15.34,52.0,37.664335,-121.684545,223.0,5.0,27.04,RHS032926_066.csv,27.03,0.0,15.34,59.61,2026-03-29 22:24:36.993000-07:00
31531,RHS032926_066-20260329 221119,2026-03-30 05:24:37.983,3/29/2026,22:24:37,15.19,52.0,37.664372,-121.684674,223.0,5.0,27.16,RHS032926_066.csv,28.02,0.0,15.19,59.34,2026-03-29 22:24:37.983000-07:00
32521,RHS032926_066-20260329 221119,2026-03-30 05:24:38.973,3/29/2026,22:24:38,15.25,52.0,37.664418,-121.684797,223.0,5.0,26.71,RHS032926_066.csv,29.01,0.0,15.25,59.45,2026-03-29 22:24:38.973000-07:00
33541,RHS032926_066-20260329 221119,2026-03-30 05:24:39.993,3/29/2026,22:24:39,15.22,52.0,37.664476,-121.684913,223.0,5.0,27.38,RHS032926_066.csv,30.03,0.0,15.22,59.4,2026-03-29 22:24:39.993000-07:00
34561,RHS032926_066-20260329 221119,2026-03-30 05:24:41.013,3/29/2026,22:24:41,15.21,52.0,37.664547,-121.68502,223.0,5.0,27.85,RHS032926_066.csv,31.05,0.0,15.21,59.38,2026-03-29 22:24:41.013000-07:00
35551,RHS032926_066-20260329 221119,2026-03-30 05:24:42.003,3/29/2026,22:24:42,15.51,52.0,37.664627,-121.68512,223.0,5.0,27.38,RHS032926_066.csv,32.04,0.0,15.51,59.92,2026-03-29 22:24:42.003000-07:00
36541,RHS032926_066-20260329 221119,2026-03-30 05:24:42.993,3/29/2026,22:24:42,15.55,52.0,37.664709,-121.685214,223.0,5.0,27.51,RHS032926_066.csv,33.03,0.0,15.55,59.99,2026-03-29 22:24:42.993000-07:00
37531,RHS032926_066-20260329 221119,2026-03-30 05:24:43.983,3/29/2026,22:24:43,15.51,52.0,37.664794,-121.685308,223.0,5.0,28.43,RHS032926_066.csv,34.02,0.0,15.51,59.92,2026-03-29 22:24:43.983000-07:00
38551,RHS032926_066-20260329 221119,2026-03-30 05:24:45.003,3/29/2026,22:24:45,15.76,52.0,37.664882,-121.685407,223.0,5.0,29.68,RHS032926_066.csv,35.04,0.0,15.76,60.37,2026-03-29 22:24:45.003000-07:00
39541,RHS032926_066-20260329 221119,2026-03-30 05:24:45.993,3/29/2026,22:24:45,15.85,51.0,37.66497,-121.685516,223.0,5.0,30.74,RHS032926_066.csv,36.03,0.0,15.85,60.53,2026-03-29 22:24:45.993000-07:00
40531,RHS032926_066-20260329 221119,2026-03-30 05:24:46.983,3/29/2026,22:24:46,16.12,51.0,37.665054,-121.685633,223.0,5.0,31.07,RHS032926_066.csv,37.02,0.0,16.12,61.02,2026-03-29 22:24:46.983000-07:00
41551,RHS032926_066-20260329 221119,2026-03-30 05:24:48.003,3/29/2026,22:24:48,16.23,51.0,37.665132,-121.685758,223.0,5.0,30.6,RHS032926_066.csv,38.04,0.0,16.23,61.21,2026-03-29 22:24:48.003000-07:00
42541,RHS032926_066-20260329 221119,2026-03-30 05:24:48.993,3/29/2026,22:24:48,16.24,50.0,37.665197,-121.68589,223.0,5.0,30.27,RHS032926_066.csv,39.03,0.0,16.24,61.23,2026-03-29 22:24:48.993000-07:00
43561,RHS032926_066-20260329 221119,2026-03-30 05:24:50.013,3/29/2026,22:24:50,16.25,50.0,37.665244,-121.686034,223.0,5.0,30.74,RHS032926_066.csv,40.05,0.0,16.25,61.25,2026-03-29 22:24:50.013000-07:00
44550,RHS032926_066-20260329 221119,2026-03-30 05:24:51.002,3/29/2026,22:24:51,16.17,49.0,37.665271,-121.68619,222.0,5.0,31.88,RHS032926_066.csv,41.039,0.0,16.17,61.11,2026-03-29 22:24:51.002000-07:00
45542,RHS032926_066-20260329 221119,2026-03-30 05:24:51.994,3/29/2026,22:24:51,16.15,49.0,37.665279,-121.686355,222.0,5.0,33.15,RHS032926_066.csv,42.031,0.0,16.15,61.07,2026-03-29 22:24:51.994000-07:00
46562,RHS032926_066-20260329 221119,2026-03-30 05:24:53.014,3/29/2026,22:24:53,16.21,49.0,37.665281,-121.686527,222.0,5.0,34.76,RHS032926_066.csv,43.051,0.0,16.21,61.18,2026-03-29 22:24:53.014000-07:00
47552,RHS032926_066-20260329 221119,2026-03-30 05:24:54.004,3/29/2026,22:24:54,16.36,49.0,37.66528,-121.686706,221.0,5.0,36.26,RHS032926_066.csv,44.041,0.0,16.36,61.45,2026-03-29 22:24:54.004000-07:00
48541,RHS032926_066-20260329 221119,2026-03-30 05:24:54.993,3/29/2026,22:24:54,16.62,49.0,37.665278,-121.686893,221.0,5.0,37.18,RHS032926_066.csv,45.03,0.0,16.62,61.92,2026-03-29 22:24:54.993000-07:00
49562,RHS032926_066-20260329 221119,2026-03-30 05:24:56.014,3/29/2026,22:24:56,16.77,48.0,37.665277,-121.687083,221.0,5.0,37.63,RHS032926_066.csv,46.051,0.0,16.77,62.19,2026-03-29 22:24:56.014000-07:00
50550,RHS032926_066-20260329 221119,2026-03-30 05:24:57.002,3/29/2026,22:24:57,16.83,48.0,37.665277,-121.687274,221.0,5.0,37.87,RHS032926_066.csv,47.039,0.0,16.83,62.29,2026-03-29 22:24:57.002000-07:00
51541,RHS032926_066-20260329 221119,2026-03-30 05:24:57.993,3/29/2026,22:24:57,16.86,48.0,37.665277,-121.687466,220.0,5.0,37.51,RHS032926_066.csv,48.03,0.0,16.86,62.35,2026-03-29 22:24:57.993000-07:00
52561,RHS032926_066-20260329 221119,2026-03-30 05:24:59.013,3/29/2026,22:24:59,16.82,47.0,37.665278,-121.687654,220.0,5.0,36.71,RHS032926_066.csv,49.05,0.0,16.82,62.28,2026-03-29 22:24:59.013000-07:00
53551,RHS032926_066-20260329 221119,2026-03-30 05:25:00.003,3/29/2026,22:25:00,16.92,47.0,37.665278,-121.68784,220.0,5.0,36.13,RHS032926_066.csv,50.04,0.0,16.92,62.46,2026-03-29 22:25:00.003000-07:00
54571,RHS032926_066-20260329 221119,2026-03-30 05:25:01.023,3/29/2026,22:25:01,16.95,47.0,37.665279,-121.688024,220.0,5.0,36.26,RHS032926_066.csv,51.06,0.0,16.95,62.51,2026-03-29 22:25:01.023000-07:00
55561,RHS032926_066-20260329 221119,2026-03-30 05:25:02.013,3/29/2026,22:25:02,17.01,47.0,37.66528,-121.688207,219.0,5.0,36.13,RHS032926_066.csv,52.05,0.0,17.01,62.62,2026-03-29 22:25:02.013000-07:00
56551,RHS032926_066-20260329 221119,2026-03-30 05:25:03.003,3/29/2026,22:25:03,16.83,47.0,37.665281,-121.688389,219.0,5.0,35.1,RHS032926_066.csv,53.04,0.0,16.83,62.29,2026-03-29 22:25:03.003000-07:00
57570,RHS032926_066-20260329 221119,2026-03-30 05:25:04.022,3/29/2026,22:25:04,16.85,47.0,37.665282,-121.68856,219.0,5.0,32.35,RHS032926_066.csv,54.059,0.0,16.85,62.33,2026-03-29 22:25:04.022000-07:00
58560,RHS032926_066-20260329 221119,2026-03-30 05:25:05.012,3/29/2026,22:25:05,16.77,47.0,37.665283,-121.688715,218.0,5.0,28.43,RHS032926_066.csv,55.049,0.0,16.77,62.19,2026-03-29 22:25:05.012000-07:00
59551,RHS032926_066-20260329 221119,2026-03-30 05:25:06.003,3/29/2026,22:25:06,16.62,47.0,37.665283,-121.688848,218.0,5.0,23.82,RHS032926_066.csv,56.04,0.0,16.62,61.92,2026-03-29 22:25:06.003000-07:00
60570,RHS032926_066-20260329 221119,2026-03-30 05:25:07.022,3/29/2026,22:25:07,16.47,47.0,37.665284,-121.688953,218.0,5.0,17.72,RHS032926_066.csv,57.059,0.0,16.47,61.65,2026-03-29 22:25:07.022000-07:00
61560,RHS032926_066-20260329 221119,2026-03-30 05:25:08.012,3/29/2026,22:25:08,16.38,47.0,37.665284,-121.689038,218.0,5.0,15.41,RHS032926_066.csv,58.049,0.0,16.38,61.48,2026-03-29 22:25:08.012000-07:00
62550,RHS032926_066-20260329 221119,2026-03-30 05:25:09.002,3/29/2026,22:25:09,16.33,47.0,37.665285,-121.689115,218.0,5.0,15.08,RHS032926_066.csv,59.039,0.0,16.33,61.39,2026-03-29 22:25:09.002000-07:00
63570,RHS032926_066-20260329 221119,2026-03-30 05:25:10.022,3/29/2026,22:25:10,16.26,47.0,37.665285,-121.689193,217.0,5.0,16.11,RHS032926_066.csv,60.059,0.0,16.26,61.27,2026-03-29 22:25:10.022000-07:00
64561,RHS032926_066-20260329 221119,2026-03-30 05:25:11.013,3/29/2026,22:25:11,16.25,48.0,37.665286,-121.689281,217.0,5.0,18.63,RHS032926_066.csv,61.05,0.0,16.25,61.25,2026-03-29 22:25:11.013000-07:00
65550,RHS032926_066-20260329 221119,2026-03-30 05:25:12.002,3/29/2026,22:25:12,16.17,48.0,37.665287,-121.689382,217.0,5.0,21.63,RHS032926_066.csv,62.039,0.0,16.17,61.11,2026-03-29 22:25:12.002000-07:00
66570,RHS032926_066-20260329 221119,2026-03-30 05:25:13.022,3/29/2026,22:25:13,16.16,48.0,37.665288,-121.689499,217.0,5.0,24.16,RHS032926_066.csv,63.059,0.0,16.16,61.09,2026-03-29 22:25:13.022000-07:00
67560,RHS032926_066-20260329 221119,2026-03-30 05:25:14.012,3/29/2026,22:25:14,16.1,48.0,37.665289,-121.689625,217.0,5.0,26.13,RHS032926_066.csv,64.049,0.0,16.1,60.98,2026-03-29 22:25:14.012000-07:00
68552,RHS032926_066-20260329 221119,2026-03-30 05:25:15.004,3/29/2026,22:25:15,16.06,48.0,37.66529,-121.689762,217.0,5.0,27.63,RHS032926_066.csv,65.041,0.0,16.06,60.91,2026-03-29 22:25:15.004000-07:00
69572,RHS032926_066-20260329 221119,2026-03-30 05:25:16.024,3/29/2026,22:25:16,16.01,48.0,37.66529,-121.689905,217.0,5.0,28.66,RHS032926_066.csv,66.061,0.0,16.01,60.82,2026-03-29 22:25:16.024000-07:00
70560,RHS032926_066-20260329 221119,2026-03-30 05:25:17.012,3/29/2026,22:25:17,15.88,49.0,37.665291,-121.690051,216.0,5.0,28.99,RHS032926_066.csv,67.049,0.0,15.88,60.58,2026-03-29 22:25:17.012000-07:00
71550,RHS032926_066-20260329 221119,2026-03-30 05:25:18.002,3/29/2026,22:25:18,15.84,49.0,37.665291,-121.6902,216.0,5.0,29.93,RHS032926_066.csv,68.039,0.0,15.84,60.51,2026-03-29 22:25:18.002000-07:00
72572,RHS032926_066-20260329 221119,2026-03-30 05:25:19.024,3/29/2026,22:25:19,15.83,49.0,37.665291,-121.690355,216.0,5.0,31.18,RHS032926_066.csv,69.061,0.0,15.83,60.49,2026-03-29 22:25:19.024000-07:00
73560,RHS032926_066-20260329 221119,2026-03-30 05:25:20.012,3/29/2026,22:25:20,15.86,49.0,37.665292,-121.690516,216.0,5.0,32.46,RHS032926_066.csv,70.049,0.0,15.86,60.55,2026-03-29 22:25:20.012000-07:00
74580,RHS032926_066-20260329 221119,2026-03-30 05:25:21.032,3/29/2026,22:25:21,16.01,49.0,37.665292,-121.690682,216.0,5.0,33.38,RHS032926_066.csv,71.069,0.0,16.01,60.82,2026-03-29 22:25:21.032000-07:00
75570,RHS032926_066-20260329 221119,2026-03-30 05:25:22.022,3/29/2026,22:25:22,16.05,49.0,37.665292,-121.690852,216.0,5.0,33.82,RHS032926_066.csv,72.059,0.0,16.05,60.89,2026-03-29 22:25:22.022000-07:00
76561,RHS032926_066-20260329 221119,2026-03-30 05:25:23.013,3/29/2026,22:25:23,16.07,49.0,37.665293,-121.691024,215.0,5.0,34.07,RHS032926_066.csv,73.05,0.0,16.07,60.93,2026-03-29 22:25:23.013000-07:00
77580,RHS032926_066-20260329 221119,2026-03-30 05:25:24.032,3/29/2026,22:25:24,16.16,49.0,37.665293,-121.691197,215.0,5.0,34.18,RHS032926_066.csv,74.069,0.0,16.16,61.09,2026-03-29 22:25:24.032000-07:00
78570,RHS032926_066-20260329 221119,2026-03-30 05:25:25.022,3/29/2026,22:25:25,16.24,49.0,37.665293,-121.69137,215.0,5.0,34.18,RHS032926_066.csv,75.059,0.0,16.24,61.23,2026-03-29 22:25:25.022000-07:00
79590,RHS032926_066-20260329 221119,2026-03-30 05:25:26.042,3/29/2026,22:25:26,16.31,49.0,37.665294,-121.691541,215.0,5.0,33.38,RHS032926_066.csv,76.079,0.0,16.31,61.36,2026-03-29 22:25:26.042000-07:00
80580,RHS032926_066-20260329 221119,2026-03-30 05:25:27.032,3/29/2026,22:25:27,16.36,49.0,37.665295,-121.691722,215.0,5.0,31.76,RHS032926_066.csv,77.069,0.0,16.36,61.45,2026-03-29 22:25:27.032000-07:00
81570,RHS032926_066-20260329 221119,2026-03-30 05:25:28.022,3/29/2026,22:25:28,16.47,49.0,37.665296,-121.691878,215.0,5.0,29.46,RHS032926_066.csv,78.059,0.0,16.47,61.65,2026-03-29 22:25:28.022000-07:00
82590,RHS032926_066-20260329 221119,2026-03-30 05:25:29.042,3/29/2026,22:25:29,16.55,49.0,37.665296,-121.692023,214.0,5.0,28.32,RHS032926_066.csv,79.079,0.0,16.55,61.79,2026-03-29 22:25:29.042000-07:00
83580,RHS032926_066-20260329 221119,2026-03-30 05:25:30.032,3/29/2026,22:25:30,16.55,49.0,37.665297,-121.692168,214.0,5.0,28.88,RHS032926_066.csv,80.069,0.0,16.55,61.79,2026-03-29 22:25:30.032000-07:00
84570,RHS032926_066-20260329 221119,2026-03-30 05:25:31.022,3/29/2026,22:25:31,16.51,49.0,37.665297,-121.692316,214.0,5.0,29.57,RHS032926_066.csv,81.059,0.0,16.51,61.72,2026-03-29 22:25:31.022000-07:00
85590,RHS032926_066-20260329 221119,2026-03-30 05:25:32.042,3/29/2026,22:25:32,16.58,49.0,37.665296,-121.69245,214.0,5.0,29.57,RHS032926_066.csv,82.079,0.0,16.58,61.84,2026-03-29 22:25:32.042000-07:00
86580,RHS032926_066-20260329 221119,2026-03-30 05:25:33.032,3/29/2026,22:25:33,16.64,49.0,37.665296,-121.692612,214.0,5.0,28.66,RHS032926_066.csv,83.069,0.0,16.64,61.95,2026-03-29 22:25:33.032000-07:00
87600,RHS032926_066-20260329 221119,2026-03-30 05:25:34.052,3/29/2026,22:25:34,16.7,48.0,37.665298,-121.692753,214.0,5.0,27.74,RHS032926_066.csv,84.089,0.0,16.7,62.06,2026-03-29 22:25:34.052000-07:00
88590,RHS032926_066-20260329 221119,2026-03-30 05:25:35.042,3/29/2026,22:25:35,16.72,48.0,37.665299,-121.692889,214.0,5.0,26.02,RHS032926_066.csv,85.079,0.0,16.72,62.1,2026-03-29 22:25:35.042000-07:00
89580,RHS032926_066-20260329 221119,2026-03-30 05:25:36.032,3/29/2026,22:25:36,16.72,48.0,37.6653,-121.693012,213.0,5.0,22.32,RHS032926_066.csv,86.069,0.0,16.72,62.1,2026-03-29 22:25:36.032000-07:00
90600,RHS032926_066-20260329 221119,2026-03-30 05:25:37.052,3/29/2026,22:25:37,16.5,48.0,37.665301,-121.693117,213.0,5.0,19.1,RHS032926_066.csv,87.089,0.0,16.5,61.7,2026-03-29 22:25:37.052000-07:00
91590,RHS032926_066-20260329 221119,2026-03-30 05:25:38.042,3/29/2026,22:25:38,16.31,48.0,37.665301,-121.693207,213.0,5.0,16.46,RHS032926_066.csv,88.079,0.0,16.31,61.36,2026-03-29 22:25:38.042000-07:00
92580,RHS032926_066-20260329 221119,2026-03-30 05:25:39.032,3/29/2026,22:25:39,16.14,48.0,37.665301,-121.693286,213.0,5.0,15.3,RHS032926_066.csv,89.069,0.0,16.14,61.05,2026-03-29 22:25:39.032000-07:00
93600,RHS032926_066-20260329 221119,2026-03-30 05:25:40.052,3/29/2026,22:25:40,16.02,49.0,37.665301,-121.693364,213.0,5.0,15.55,RHS032926_066.csv,90.089,0.0,16.02,60.84,2026-03-29 22:25:40.052000-07:00
94590,RHS032926_066-20260329 221119,2026-03-30 05:25:41.042,3/29/2026,22:25:41,15.94,49.0,37.665301,-121.693445,213.0,5.0,16.91,RHS032926_066.csv,91.079,0.0,15.94,60.69,2026-03-29 22:25:41.042000-07:00
95580,RHS032926_066-20260329 221119,2026-03-30 05:25:42.032,3/29/2026,22:25:42,15.9,49.0,37.665302,-121.693535,213.0,5.0,18.88,RHS032926_066.csv,92.069,0.0,15.9,60.62,2026-03-29 22:25:42.032000-07:00
96600,RHS032926_066-20260329 221119,2026-03-30 05:25:43.052,3/29/2026,22:25:43,15.87,49.0,37.665303,-121.693638,213.0,5.0,21.41,RHS032926_066.csv,93.089,0.0,15.87,60.57,2026-03-29 22:25:43.052000-07:00
97590,RHS032926_066-20260329 221119,2026-03-30 05:25:44.042,3/29/2026,22:25:44,15.86,49.0,37.665304,-121.69375,213.0,5.0,22.91,RHS032926_066.csv,94.079,0.0,15.86,60.55,2026-03-29 22:25:44.042000-07:00
98580,RHS032926_066-20260329 221119,2026-03-30 05:25:45.032,3/29/2026,22:25:45,15.84,49.0,37.665304,-121.693871,213.0,5.0,24.63,RHS032926_066.csv,95.069,0.0,15.84,60.51,2026-03-29 22:25:45.032000-07:00
99600,RHS032926_066-20260329 221119,2026-03-30 05:25:46.052,3/29/2026,22:25:46,15.86,50.0,37.665304,-121.694,212.0,5.0,26.46,RHS032926_066.csv,96.089,0.0,15.86,60.55,2026-03-29 22:25:46.052000-07:00
100590,RHS032926_066-20260329 221119,2026-03-30 05:25:47.042,3/29/2026,22:25:47,15.87,50.0,37.665304,-121.694137,212.0,5.0,27.38,RHS032926_066.csv,97.079,0.0,15.87,60.57,2026-03-29 22:25:47.042000-07:00
101610,RHS032926_066-20260329 221119,2026-03-30 05:25:48.062,3/29/2026,22:25:48,15.92,50.0,37.665303,-121.694278,212.0,5.0,28.19,RHS032926_066.csv,98.099,0.0,15.92,60.66,2026-03-29 22:25:48.062000-07:00
102600,RHS032926_066-20260329 221119,2026-03-30 05:25:49.052,3/29/2026,22:25:49,16.03,50.0,37.665303,-121.694423,212.0,5.0,28.43,RHS032926_066.csv,99.089,0.0,16.03,60.85,2026-03-29 22:25:49.052000-07:00
103591,RHS032926_066-20260329 221119,2026-03-30 05:25:50.043,3/29/2026,22:25:50,16.03,50.0,37.665303,-121.694569,212.0,5.0,28.77,RHS032926_066.csv,100.08,0.0,16.03,60.85,2026-03-29 22:25:50.043000-07:00
104610,RHS032926_066-20260329 221119,2026-03-30 05:25:51.062,3/29/2026,22:25:51,16.13,50.0,37.665304,-121.694716,212.0,5.0,28.32,RHS032926_066.csv,101.099,0.0,16.13,61.03,2026-03-29 22:25:51.062000-07:00
105599,RHS032926_066-20260329 221119,2026-03-30 05:25:52.051,3/29/2026,22:25:52,16.14,50.0,37.665305,-121.694858,212.0,5.0,28.32,RHS032926_066.csv,102.088,0.0,16.14,61.05,2026-03-29 22:25:52.051000-07:00
106590,RHS032926_066-20260329 221119,2026-03-30 05:25:53.042,3/29/2026,22:25:53,16.2,50.0,37.665305,-121.695005,212.0,5.0,29.24,RHS032926_066.csv,103.079,0.0,16.2,61.16,2026-03-29 22:25:53.042000-07:00
107611,RHS032926_066-20260329 221119,2026-03-30 05:25:54.063,3/29/2026,22:25:54,16.22,50.0,37.665305,-121.695155,212.0,5.0,29.93,RHS032926_066.csv,104.1,0.0,16.22,61.2,2026-03-29 22:25:54.063000-07:00
108600,RHS032926_066-20260329 221119,2026-03-30 05:25:55.052,3/29/2026,22:25:55,16.28,50.0,37.665303,-121.695308,211.0,5.0,30.04,RHS032926_066.csv,105.089,0.0,16.28,61.3,2026-03-29 22:25:55.052000-07:00
109591,RHS032926_066-20260329 221119,2026-03-30 05:25:56.043,3/29/2026,22:25:56,16.33,49.0,37.665299,-121.695459,211.0,5.0,29.35,RHS032926_066.csv,106.08,0.0,16.33,61.39,2026-03-29 22:25:56.043000-07:00
110610,RHS032926_066-20260329 221119,2026-03-30 05:25:57.062,3/29/2026,22:25:57,16.4,49.0,37.665294,-121.695607,211.0,5.0,29.12,RHS032926_066.csv,107.099,0.0,16.4,61.52,2026-03-29 22:25:57.062000-07:00
111600,RHS032926_066-20260329 221119,2026-03-30 05:25:58.052,3/29/2026,22:25:58,16.53,49.0,37.665285,-121.695755,211.0,5.0,28.99,RHS032926_066.csv,108.089,0.0,16.53,61.75,2026-03-29 22:25:58.052000-07:00
112620,RHS032926_066-20260329 221119,2026-03-30 05:25:59.072,3/29/2026,22:25:59,16.6,49.0,37.665271,-121.6959,211.0,5.0,28.43,RHS032926_066.csv,109.109,0.0,16.6,61.88,2026-03-29 22:25:59.072000-07:00
113610,RHS032926_066-20260329 221119,2026-03-30 05:26:00.062,3/29/2026,22:26:00,16.66,49.0,37.665253,-121.696039,211.0,5.0,27.04,RHS032926_066.csv,110.099,0.0,16.66,61.99,2026-03-29 22:26:00.062000-07:00
